,State,LGA,lat,lon
1925,Cross River,Biase,5.43699,8.153179
1926,Edo,Etsako West,7.066864,6.274773
1927,Cross River,Biase,5.436981,8.153026
1928,Delta,Burutu,5.055322,5.743385
1929,Akwa-Ibom,Abak,5.025128,7.901381
1930,Delta,Uvwie,5.562393,5.815678
1931,Edo,Owan West,6.927869,5.856486
1932,Edo,Igueben,6.589026,6.23707
1933,Delta,Isoko North,5.545299,6.224156
1934,Delta,Burutu,5.056084,5.743867
1935,Delta,Okpe,5.582616,5.831621
1936,Delta,Uvwie,5.562015,5.815611
1937,Delta,Isoko North,5.542973,6.228138
1938,Cross River,Biase,5.437269,8.152485
1939,Edo,Owan West,6.927869,5.856486
1940,Delta,Isoko North,5.545629,6.223824
1941,Cross River,Biase,5.437314,8.152512
1942,Edo,Owan East,6.971013,6.038804
1943,Delta,Uvwie,5.561855,5.815531
1944,Edo,Igueben,6.589235,6.23595
1945,Delta,Okpe,5.582552,5.830135
1946,Akwa-Ibom,Abak,5.026712,7.907434
1947,Bayelsa,Nembe,4.532554,6.406669
1948,Bayelsa,Nembe,4.532438,6.404411
1949,Delta,Uvwie,5.561904,5.815672
1950,Rivers,Tai,4.745144,7.229656
1951,Delta,Isoko North,5.54071,6.226147
1952,Edo,Owan West,6.927869,5.856486
1953,Edo,Owan East,6.971013,6.038804
1954,Delta,Udu,5.50817,5.802355
1955,Delta,Isoko North,5.544655,6.223494
1956,Delta,Udu,5.507927,5.802325
1957,Bayelsa,Brass,4.338723,6.278029
1958,Rivers,Tai,4.744997,7.229711
1959,Edo,Owan West,6.927869,5.856486
1960,Delta,Isoko North,5.545629,6.223824
1961,Delta,Udu,5.507717,5.801946
1962,Edo,Owan East,6.971013,6.038804
1963,Bayelsa,Brass,4.338723,6.278029
1964,Delta,Udu,5.507198,5.801852
1965,Rivers,Tai,4.744892,7.229719
1966,Edo,Owan West,6.932257,5.861929
1967,Akwa-Ibom,Nsit-Ibom,5.061819,7.907032
1968,Akwa-Ibom,Nsit-Ibom,4.977765,7.874711
1969,Delta,Udu,5.507094,5.801683
1970,Delta,Burutu,5.109906,5.87376
1971,Akwa-Ibom,Nsit-Ibom,4.993165,7.888554
1972,Akwa-Ibom,Nsit-Ibom,4.990101,7.88472
1973,Edo,Owan East,6.971013,6.038804
1974,Akwa-Ibom,Nsit-Ibom,4.994755,7.89078
1975,Bayelsa,Nembe,4.532875,6.403498
1976,Edo,Owan West,6.932257,5.861929
1977,Delta,Burutu,5.109294,5.873765
1978,Delta,Burutu,5.108706,5.874465
1979,Bayelsa,Nembe,4.532875,6.403498
1980,Akwa-Ibom,Nsit-Ibom,5.00245,7.90294
1981,Delta,Burutu,5.108838,5.874665
1982,Rivers,Opobo-Nkoro,4.546787,7.46396
1983,Rivers,Opobo-Nkoro,4.546697,7.464351
1984,Bayelsa,Nembe,4.532875,6.403498
1985,Rivers,Opobo-Nkoro,4.546522,7.464165
1986,Rivers,Opobo-Nkoro,4.546234,7.464027
1987,Edo,Owan West,6.932257,5.861929
1988,Edo,Owan East,6.971013,6.038804
1989,Rivers,Opobo-Nkoro,4.545879,7.463076
1990,Rivers,Opobo-Nkoro,4.545074,7.463294
1991,Bayelsa,Nembe,4.532875,6.403498
1992,Edo,Owan West,6.932257,5.861929
1993,Bayelsa,Nembe,4.532875,6.403498
1994,Edo,Owan East,6.971013,6.038804
1995,Bayelsa,Nembe,4.532875,6.403498
1996,Bayelsa,Nembe,4.532875,6.403498
1997,Bayelsa,Nembe,4.532875,6.403498
1998,Bayelsa,Nembe,4.532875,6.403498
1999,Rivers,Gokana,4.651181,7.295661
2000,Rivers,Gokana,4.653344,7.295294
2001,Rivers,Gokana,4.654753,7.296802
2002,Rivers,Gokana,4.652798,7.297288
2003,Rivers,Bonny,4.447644,7.193934
2004,Rivers,Bonny,4.448976,7.171132
2005,Rivers,Eleme,4.789293,7.122802
2006,Delta,Okpe,5.585998,5.839591
2007,Rivers,Eleme,4.795606,7.122802
2008,Rivers,Eleme,4.800323,7.122802
2009,Rivers,Eleme,4.804423,7.122802
2010,Rivers,Eleme,4.808169,7.122802
2011,Akwa-Ibom,Mbo,4.708568,8.261131
2012,Akwa-Ibom,Mbo,4.709085,8.261071
2013,Akwa-Ibom,Mbo,4.709716,8.26091
2014,Akwa-Ibom,Mbo,4.709626,8.260739
2015,Akwa-Ibom,Mbo,4.712265,8.25992
2016,Akwa-Ibom,Mbo,4.714962,8.259307
2017,Akwa-Ibom,Mbo,4.715076,8.259468
2018,Akwa-Ibom,Udung-Uko,4.755312,8.246366
2019,Akwa-Ibom,Okobo,4.820603,8.157132
2020,Rivers,Bonny,4.449476,7.173058
2021,Delta,Okpe,5.586393,5.840064
2022,Rivers,Eleme,4.796439,7.120541
2023,Akwa-Ibom,Nsit-Ubium,5.011569,7.958234
2024,Akwa-Ibom,Nsit-Ubium,5.011294,7.958465
2025,Akwa-Ibom,Oruk Anam,5.01139,7.958202
2026,Akwa-Ibom,Oruk Anam,5.011388,7.958199
2027,Akwa-Ibom,Oruk Anam,5.011237,7.957413
2028,Akwa-Ibom,Oruk Anam,5.011442,7.958218
2029,Akwa-Ibom,Oruk Anam,5.011381,7.958342
2030,Akwa-Ibom,Oruk Anam,5.01144,7.958319
2031,Rivers,Bonny,4.451698,7.172428
2032,Rivers,Bonny,4.451672,7.17143
2033,Akwa-Ibom,Nsit-Atai,4.838495,7.990391
2034,Akwa-Ibom,Nsit-Atai,4.840969,7.989827
2035,Rivers,Bonny,4.454963,7.169913
2036,Akwa-Ibom,Oruk Anam,5.005563,7.893762
2037,Akwa-Ibom,Oruk Anam,5.005237,7.894102
2038,Rivers,Akuku Toru,4.654032,6.750737
2039,Rivers,Akuku Toru,4.653715,6.735361
2040,Rivers,Akuku Toru,4.652971,6.739899
2041,Rivers,Akuku Toru,4.650579,6.738332
2042,Rivers,Akuku Toru,4.648447,6.736313
2043,Rivers,Akuku Toru,4.645541,6.74157
2044,Edo,Uhunmwonde,6.374331,5.737853
2045,Akwa-Ibom,Ikono,5.107463,7.840576
2046,Edo,Akoko-Edo,7.353331,6.110294
2047,Akwa-Ibom,Ikono,5.106309,7.841192
2048,Edo,Akoko-Edo,7.353531,6.110127
2049,Edo,Etsako East,7.106008,6.690984
2050,Edo,Akoko-Edo,7.353597,6.109954
2051,Akwa-Ibom,Ikono,5.105754,7.841307
2052,Edo,Etsako East,7.106599,6.687872
2053,Edo,Akoko-Edo,7.353398,6.109887
2054,Edo,Etsako East,7.106599,6.687872
2055,Edo,Ikpoba Okha,6.303664,5.669954
2056,Delta,Ughelli South,5.519495,5.904381
2057,Akwa-Ibom,Ikono,5.095197,7.846677
2058,Edo,Ikpoba Okha,6.303664,5.669954
2059,Edo,Akoko-Edo,7.353202,6.109848
2060,Delta,Ughelli South,5.519287,5.903755
2061,Edo,Etsako East,7.106599,6.687872
2062,Edo,Akoko-Edo,7.352781,6.109889
2063,Akwa-Ibom,Ikono,5.096658,7.843406
2064,Edo,Etsako Central,7.005661,6.450343
2065,Edo,Etsako East,7.106599,6.687872
2066,Rivers,Gokana,4.653171,7.292639
2067,Rivers,Gokana,4.653826,7.293093
2068,Edo,Etsako East,7.262687,6.450343
2069,Cross River,Akamkpa,5.315921,8.352209
2070,Edo,Akoko-Edo,7.35181,6.109051
2071,Edo,Etsako East,7.262687,6.450343
2072,Akwa-Ibom,Ikono,5.09475,7.842468
2073,Delta,Ughelli South,5.518715,5.904125
2074,Cross River,Akamkpa,5.315189,8.352649
2075,Edo,Etsako East,7.262687,6.450343
2076,Edo,Akoko-Edo,7.351783,6.108778
2077,Akwa-Ibom,Ikono,5.107475,7.839651
2078,Rivers,Opobo-Nkoro,4.514262,7.537788
2079,Rivers,Opobo-Nkoro,4.514864,7.538585
2080,Rivers,Opobo-Nkoro,4.514864,7.538585
2081,Rivers,Opobo-Nkoro,4.514373,7.538914
2082,Rivers,Opobo-Nkoro,4.51529,7.538993
2083,Rivers,Opobo-Nkoro,4.5152,7.538043
2084,Rivers,Gokana,4.632354,7.304566
2085,Rivers,Gokana,4.632598,7.30474
2086,Rivers,Gokana,4.633016,7.304683
2087,Delta,Ethiope East,5.633194,5.966213
2088,Edo,Esan North-East,6.713975,6.327924
2089,Delta,Ughelli South,5.519613,5.905404
2090,Edo,Etsako East,7.262687,6.450343
2091,Delta,Ethiope East,5.633237,5.965249
2092,Edo,Etsako East,7.262687,6.450343
2093,Delta,Ethiope East,5.633237,5.965249
2094,Edo,Akoko-Edo,7.352281,6.108627
2095,Delta,Ughelli South,5.51849,5.905406
2096,Akwa-Ibom,Ikono,5.107475,7.839651
2097,Delta,Ethiope East,5.635259,5.965309
2098,Delta,Okpe,5.588651,5.841242
2099,Delta,Warri South West,5.35115,5.342937
2100,Delta,Ethiope East,5.637464,5.968824
2101,Akwa-Ibom,Ikot Ekpene,5.162002,7.736265
2102,Akwa-Ibom,Ikot Ekpene,5.162286,7.735513
2103,Akwa-Ibom,Ikot Ekpene,5.166,7.732492
2104,Akwa-Ibom,Ikot Ekpene,5.173937,7.727837
2105,Akwa-Ibom,Ikot Ekpene,5.173364,7.726944
2106,Akwa-Ibom,Ikot Ekpene,5.173465,7.727054
2107,Delta,Warri South West,5.349728,5.344218
2108,Delta,Ethiope East,5.631322,5.960624
2109,Delta,Okpe,5.589473,5.842329
2110,Delta,Warri South West,5.351927,5.345735
2111,Delta,Okpe,5.588252,5.841278
2112,Edo,Owan East,6.971837,6.042393
2113,Edo,Esan North-East,6.713975,6.327924
2114,Delta,Ughelli South,5.476743,5.94563
2115,Akwa-Ibom,Ikono,5.111029,7.839325
2116,Akwa-Ibom,Nsit-Ibom,4.845318,7.922006
2117,Delta,Ughelli South,5.476973,5.945865
2118,Edo,Esan North-East,6.713975,6.327924
2119,Delta,Ughelli South,5.476691,5.945474
2120,Akwa-Ibom,Ukanafun,5.012203,7.957413
2121,Akwa-Ibom,Urue-Offong/Oruko,5.012097,7.959637
2122,Akwa-Ibom,Ukanafun,5.012096,7.959656
2123,Akwa-Ibom,Ukanafun,5.011437,7.958205
2124,Akwa-Ibom,Ukanafun,5.01142,7.958145
2125,Akwa-Ibom,Ukanafun,5.011415,7.958154
2126,Akwa-Ibom,Ukanafun,5.01142,7.958138
2127,Akwa-Ibom,Ukanafun,5.01141,7.958167
2128,Akwa-Ibom,Ukanafun,5.011381,7.958243
2129,Akwa-Ibom,Ikot Ekpene,5.173899,7.729116
2130,Edo,Owan East,6.971518,6.040258
2131,Delta,Warri South West,5.361997,5.349479
2132,Cross River,Odukpani,5.155701,8.341187
2133,Cross River,Odukpani,5.155701,8.341187
2134,Edo,Esan North-East,6.713975,6.327924
2135,Delta,Ughelli South,5.476387,5.945465
2136,Bayelsa,Kolokuma/Opokuma,5.118707,6.305164
2137,Akwa-Ibom,Ikot Ekpene,5.174076,7.729118
2138,Akwa-Ibom,Onna,4.630411,7.87165
2139,Cross River,Odukpani,5.155069,8.34016
2140,Rivers,Gokana,4.633311,7.304225
2141,Rivers,Gokana,4.634231,7.30452
2142,Rivers,Gokana,4.6349,7.30497
2143,Bayelsa,Kolokuma/Opokuma,5.121887,6.305396
2144,Cross River,Odukpani,5.151796,8.343583
2145,Cross River,Odukpani,5.151796,8.343583
2146,Cross River,Odukpani,5.155843,8.344144
2147,Akwa-Ibom,Onna,4.629742,7.845465
2148,Delta,Udu,5.516554,5.972188
2149,Bayelsa,Kolokuma/Opokuma,5.1195,6.30315
2150,Delta,Ughelli South,5.47628,5.94513
2151,Edo,Esan North-East,6.713975,6.327924
2152,Akwa-Ibom,Onna,4.631289,7.850225
2153,Cross River,Obubra,5.997073,8.28233
2154,Akwa-Ibom,Onna,4.629583,7.859746
2155,Delta,Warri South West,5.34556,5.658328
2156,Delta,Warri South West,5.410531,5.700339
2157,Cross River,Obubra,5.996406,8.282098
2158,Edo,Owan East,6.971013,6.038804
2159,Akwa-Ibom,Onna,4.631289,7.850225
2160,Akwa-Ibom,Onna,4.631289,7.850225
2161,Delta,Warri South West,5.503893,5.721297
2162,Cross River,Obubra,5.99648,8.280559
2163,Akwa-Ibom,Onna,4.631289,7.850225
2164,Edo,Owan East,6.971013,6.038804
2165,Delta,Udu,5.45134,5.868678
2166,Akwa-Ibom,Onna,4.631289,7.850225
2167,Cross River,Obubra,5.992462,8.273595
2168,Edo,Akoko-Edo,7.352644,6.108775
2169,Edo,Ovia North-East,6.408343,5.618854
2170,Cross River,Obubra,5.993061,8.274251
2171,Cross River,Obubra,5.99432,8.274769
2172,Akwa-Ibom,Onna,4.630411,7.87165
2173,Rivers,Oyigbo,4.886897,7.124432
2174,Edo,Ovia North-East,6.408343,5.618854
2175,Rivers,Oyigbo,4.886832,7.124095
2176,Rivers,Oyigbo,4.887015,7.12384
2177,Rivers,Oyigbo,4.887296,7.124058
2178,Rivers,Oyigbo,4.88757,7.124295
2179,Rivers,Oyigbo,4.887388,7.124671
2180,Rivers,Oyigbo,4.874276,7.109373
2181,Rivers,Oyigbo,4.873397,7.109883
2182,Rivers,Oyigbo,4.872751,7.111022
2183,Rivers,Oyigbo,4.873942,7.106991
2184,Rivers,Oyigbo,4.87446,7.106179
2185,Rivers,Oyigbo,4.875674,7.105938
2186,Akwa-Ibom,Onna,4.632473,7.877191
2187,Akwa-Ibom,Onna,4.637439,7.90986
2188,Cross River,Obubra,5.996062,8.284408
2189,Cross River,Obubra,5.995967,8.284313
2190,Cross River,Obubra,5.995397,8.284376
2191,Cross River,Obubra,5.999937,8.280083
2192,Cross River,Obubra,6.00014,8.2799
2193,Oyo,Afijio,7.733626,3.893373
2194,Oyo,Afijio,7.734167,3.908482
2195,Oyo,Afijio,7.701073,3.899337
2196,Oyo,Afijio,7.730519,3.905071
2197,Oyo,Ibarapa North,7.3934,3.271634
2198,Oyo,Saki West,8.668633,3.404258
2199,Oyo,Oluyole,7.331431,3.868928
2200,Oyo,Saki West,8.663923,3.400239
2201,Oyo,Oyo West,7.857448,3.912277
2202,Oyo,Oluyole,7.318249,3.848512
2203,Oyo,Oluyole,7.31791,3.84883
2204,Lagos,Badagry,6.428116,2.892801
2205,Oyo,Ibarapa North,7.261035,4.029728
2206,Oyo,Oyo West,7.857491,3.911771
2207,Oyo,Oyo East,7.875599,4.003743
2208,Oyo,Ibarapa North,7.208539,4.020317
2209,Oyo,Ona Ara,7.213863,4.025936
2210,Oyo,Oyo West,7.856123,3.911835
2211,Oyo,Oyo East,7.421462,3.980447
2212,Oyo,Ona Ara,7.168169,4.023446
2213,Oyo,Oyo East,7.871513,4.003767
2214,Oyo,Ona Ara,7.161869,4.024034
2215,Oyo,Oyo West,7.85888,3.914381
2216,Oyo,Oyo West,7.856837,3.914457
2217,Oyo,Oyo East,7.871218,4.001438
2218,Lagos,Ajeromi-Ifelodun,6.458433,3.330605
2219,Oyo,Oyo West,7.855834,3.913093
2220,Lagos,Badagry,6.440857,2.949423
2221,Lagos,Badagry,6.441003,2.949018
2222,Lagos,Badagry,6.439879,2.949357
2223,Lagos,Badagry,6.439626,2.948875
2224,Lagos,Badagry,6.439031,2.948897
2225,Lagos,Badagry,6.441705,2.947331
2226,Lagos,Somolu,6.538857,3.382378
2227,Oyo,Oyo West,7.849413,3.933142
2228,Lagos,Amuwo-Odofin,6.467062,3.296323
2229,Lagos,Badagry,6.444389,2.94554
2230,Lagos,Badagry,6.458296,2.96086
2231,Lagos,Badagry,6.455134,2.962798
2232,Lagos,Badagry,6.454984,2.96287
2233,Lagos,Badagry,6.455864,2.962328
2234,Lagos,Badagry,6.455962,2.961976
2235,Lagos,Badagry,6.455918,2.961345
2236,Lagos,Badagry,6.455931,2.961322
2237,Lagos,Badagry,6.455726,2.961453
2238,Lagos,Badagry,6.455765,2.961278
2239,Lagos,Badagry,6.455571,2.961221
2240,Lagos,Badagry,6.455592,2.961167
2241,Oyo,Oyo West,7.848476,3.933417
2242,Lagos,Amuwo-Odofin,6.46513,3.306947
2243,Lagos,Badagry,6.443598,2.945451
2244,Oyo,Oyo West,7.846814,3.931992
2245,Lagos,Amuwo-Odofin,6.46598,3.306743
2246,Lagos,Amuwo-Odofin,6.468404,3.297022
2247,Lagos,Amuwo-Odofin,6.46598,3.306743
2248,Lagos,Somolu,6.534197,3.372926
2249,Lagos,Amuwo-Odofin,6.466424,3.296828
2250,Lagos,Eti-Osa,6.443063,3.425496
2251,Lagos,Eti-Osa,6.442672,3.423883
2252,Lagos,Eti-Osa,6.442455,3.422875
2253,Lagos,Eti-Osa,6.441604,3.41975
2254,Lagos,Eti-Osa,6.441539,3.419176
2255,Lagos,Eti-Osa,6.443616,3.419071
2256,Lagos,Eti-Osa,6.443407,3.417693
2257,Lagos,Eti-Osa,6.442676,3.417132
2258,Lagos,Eti-Osa,6.442665,3.415752
2259,Lagos,Eti-Osa,6.445332,3.414671
2260,Lagos,Eti-Osa,6.44829,3.413286
2261,Lagos,Eti-Osa,6.448134,3.412283
2262,Lagos,Somolu,6.536523,3.382438
2263,Lagos,Badagry,6.445099,2.937418
2264,Lagos,Amuwo-Odofin,6.466252,3.305531
2265,Lagos,Surulere,6.510666,3.364242
2266,Lagos,Surulere,6.509065,3.363582
2267,Lagos,Badagry,6.443785,2.944594
2268,Lagos,Amuwo-Odofin,6.467483,3.295532
2269,Lagos,Somolu,6.53465,3.372719
2270,Lagos,Amuwo-Odofin,6.466252,3.305531
2271,Lagos,Amuwo-Odofin,6.466854,3.296064
2272,Lagos,Badagry,6.441729,2.944048
2273,Lagos,Amuwo-Odofin,6.466854,3.296064
2274,Oyo,Ona Ara,7.286785,4.023087
2275,Oyo,Ona Ara,7.286049,4.022617
2276,Lagos,Ojo,6.49269,3.141166
2277,Lagos,Ojo,6.492658,3.141167
2278,Lagos,Ojo,6.492765,3.141151
2279,Lagos,Ojo,6.492675,3.141178
2280,Lagos,Ojo,6.492682,3.141173
2281,Lagos,Ojo,6.492677,3.141068
2282,Lagos,Ojo,6.492665,3.141178
2283,Lagos,Ojo,6.492572,3.141242
2284,Lagos,Ojo,6.492687,3.141268
2285,Lagos,Ojo,6.49269,3.141149
2286,Lagos,Ojo,6.492659,3.141202
2287,Osun,Ori-Ade,7.675381,4.805252
2288,Lagos,Amuwo-Odofin,6.465252,3.306423
2289,Lagos,Amuwo-Odofin,6.470123,3.292617
2290,Oyo,Ona Ara,7.285096,4.022981
2291,Lagos,Somolu,6.534062,3.372546
2292,Lagos,Surulere,6.509057,3.364482
2293,Lagos,Surulere,6.507371,3.364725
2294,Lagos,Surulere,6.506855,3.364764
2295,Oyo,Ona Ara,7.217642,4.033068
2296,Oyo,Ibadan North-West,7.387893,3.877308
2297,Oyo,Ona Ara,7.216627,4.03445
2298,Oyo,Ona Ara,7.283382,4.02417
2299,Oyo,Ibadan North-West,7.397075,3.8876
2300,Lagos,Surulere,6.505945,3.36516
2301,Oyo,Ibadan North-West,7.391694,3.881146
2302,Lagos,Amuwo-Odofin,6.465252,3.306423
2303,Osun,Ori-Ade,7.67973,4.811558
2304,Lagos,Somolu,6.534086,3.371208
2305,Oyo,Ibadan North-West,7.389477,3.878066
2306,Lagos,Badagry,6.427982,2.892761
2307,Lagos,Badagry,6.428086,2.89274
2308,Lagos,Badagry,6.428077,2.892822
2309,Lagos,Badagry,6.428088,2.892815
2310,Lagos,Badagry,6.428089,2.892702
2311,Lagos,Badagry,6.428084,2.892773
2312,Lagos,Badagry,6.428061,2.892791
2313,Lagos,Badagry,6.428048,2.892816
2314,Lagos,Badagry,6.427982,2.892792
2315,Osun,Ola-Oluwa,7.652383,4.186738
2316,Osun,Ori-Ade,7.680723,4.813178
2317,Lagos,Amuwo-Odofin,6.467125,3.305285
2318,Osun,Ola-Oluwa,7.631221,4.171374
2319,Osun,Ori-Ade,7.679656,4.814355
2320,Osun,Ife Central,7.485629,4.54684
2321,Osun,Ife East,7.471062,4.574557
2322,Lagos,Amuwo-Odofin,6.468382,3.293601
2323,Osun,Ife East,7.470767,4.574421
2324,Osun,Ife East,7.470029,4.574884
2325,Osun,Ife East,7.469389,4.574575
2326,Osun,Ife East,7.469411,4.574278
2327,Osun,Ife East,7.523636,4.576042
2328,Lagos,Amuwo-Odofin,6.467125,3.305285
2329,Lagos,Surulere,6.504656,3.363318
2330,Osun,Ori-Ade,7.679836,4.815137
2331,Osun,Ife East,7.523909,4.576446
2332,Lagos,Amuwo-Odofin,6.467508,3.292434
2333,Osun,Ola-Oluwa,7.654527,4.174894
2334,Osun,Ola-Oluwa,7.654527,4.174894
2335,Osun,Ori-Ade,7.680025,4.815705
2336,Lagos,Amuwo-Odofin,6.651718,3.301016
2337,Osun,Ola-Oluwa,7.667285,4.185137
2338,Lagos,Somolu,6.533679,3.37299
2339,Ondo,Ose,6.922663,5.777177
2340,Ondo,Ose,6.922739,5.777815
2341,Ondo,Ose,6.923107,5.778053
2342,Ondo,Ose,6.923633,5.778157
2343,Osun,Ori-Ade,7.678233,4.80875
2344,Osun,Ife East,7.524317,4.576763
2345,Lagos,Amuwo-Odofin,6.473192,3.293418
2346,Osun,Ola-Oluwa,7.669648,4.185777
2347,Osun,Ola-Oluwa,7.646663,4.183537
2348,Osun,Ori-Ade,7.679112,4.807993
2349,Ondo,Owo,7.212737,5.595996
2350,Ondo,Owo,7.212961,5.599921
2351,Ondo,Owo,7.213166,5.599479
2352,Ondo,Owo,7.213468,5.599122
2353,Ondo,Owo,7.21357,5.598721
2354,Osun,Ola-Oluwa,7.646663,4.183537
2355,Osun,Ori-Ade,7.680457,4.806492
2356,Lagos,Somolu,6.5423,3.38109
2357,Lagos,Somolu,6.542353,3.381015
2358,Lagos,Somolu,6.543356,3.382697
2359,Lagos,Somolu,6.540487,3.382249
2360,Lagos,Somolu,6.540648,3.382644
2361,Lagos,Somolu,6.543013,3.383273
2362,Lagos,Somolu,6.536271,3.38334
2363,Lagos,Somolu,6.543532,3.383674
2364,Lagos,Somolu,6.539995,3.38383
2365,Osun,Ori-Ade,7.675554,4.80476
2366,Lagos,Somolu,6.54031,3.3834
2367,Ondo,Ifedore,7.411138,5.057439
2368,Ondo,Ifedore,7.410954,5.057392
2369,Ondo,Ifedore,7.410812,5.057505
2370,Ondo,Ifedore,7.410707,5.057581
2371,Ondo,Ifedore,7.410699,5.057894
2372,Ondo,Ifedore,7.411154,5.056563
2373,Ondo,Ifedore,7.4117,5.056654
2374,Ondo,Ifedore,7.412001,5.056739
2375,Ondo,Ifedore,7.412348,5.056913
2376,Ondo,Ifedore,7.412399,5.057142
2377,Ondo,Ifedore,7.412321,5.057474
2378,Ondo,Owo,7.213982,5.598703
2379,Ondo,Owo,7.214811,5.598881
2380,Ondo,Owo,7.215012,5.598454
2381,Ondo,Owo,7.215314,5.598882
2382,Ondo,Owo,7.215214,5.599343
2383,Ondo,Owo,7.215328,5.59882
2384,Osun,Ilesa West,7.629276,4.744287
2385,Osun,Ila,8.008528,4.892348
2386,Osun,Ila,8.008096,4.89349
2387,Osun,Ila,8.00828,4.895605
2388,Osun,Ila,8.010614,4.898743
2389,Osun,Ila,8.010882,4.899434
2390,Osun,Ila,8.025467,4.952234
2391,Osun,Ila,8.026293,4.952241
2392,Osun,Ila,8.027198,4.952511
2393,Osun,Ila,8.021449,4.928364
2394,Osun,Ifedayo,8.031092,4.990445
2395,Osun,Ifedayo,8.031191,4.990671
2396,Osun,Ifedayo,8.031283,4.991189
2397,Osun,Ifedayo,7.952427,4.989615
2398,Osun,Ifedayo,7.951294,4.988898
2399,Osun,Ifedayo,7.950609,4.988404
2400,Osun,Ifedayo,7.95067,4.987154
2401,Osun,Ifedayo,7.950716,4.986822
2402,Osun,Ifedayo,7.957817,4.991786
2403,Osun,Ilesa West,7.627884,4.74345
2404,Lagos,Surulere,6.504114,3.362206
2405,Lagos,Amuwo-Odofin,6.453995,3.252082
2406,Ondo,Ose,6.923879,5.777756
2407,Ondo,Ose,6.924551,5.775034
2408,Ondo,Ose,6.924551,5.775034
2409,Ondo,Ose,6.926191,5.777469
2410,Ondo,Ose,6.92673,5.777027
2411,Ogun,Ijebu East,6.815904,4.315429
2412,Ogun,Ijebu East,6.815904,4.315427
2413,Ogun,Ijebu East,6.815904,4.315427
2414,Ogun,Ijebu East,6.815904,4.315467
2415,Ogun,Ijebu East,6.815904,4.315456
2416,Ogun,Ipokia,6.53434,2.841505
2417,Ogun,Ipokia,6.53434,2.841506
2418,Ondo,Ose,6.926992,5.776667
2419,Ondo,Ose,6.927542,5.776138
2420,Ogun,Ipokia,6.53434,2.841505
2421,Ogun,Ipokia,6.53434,2.841505
2422,Ogun,Ipokia,6.53434,2.841505
2423,Ogun,Ipokia,6.53434,2.841505
2424,Ogun,Ipokia,6.53434,2.841525
2425,Ogun,Ipokia,6.53434,2.841505
2426,Ogun,Ipokia,6.53434,2.841578
2427,Ogun,Ipokia,6.53434,2.841505
2428,Ogun,Ipokia,6.53434,2.841505
2429,Ogun,Ipokia,6.53434,2.841505
2430,Ogun,Ipokia,6.53434,2.841505
2431,Lagos,Amuwo-Odofin,6.454176,3.252065
2432,Lagos,Amuwo-Odofin,6.445435,3.252995
2433,Lagos,Amuwo-Odofin,6.445435,3.252995
2434,Lagos,Amuwo-Odofin,6.443452,3.250536
2435,Lagos,Amuwo-Odofin,6.441379,3.252119
2436,Lagos,Amuwo-Odofin,6.452243,3.250948
2437,Lagos,Amuwo-Odofin,6.452098,3.249371
2438,Lagos,Amuwo-Odofin,6.452098,3.249371
2439,Lagos,Apapa,6.476527,3.344475
2440,Lagos,Apapa,6.476215,3.344531
2441,Lagos,Apapa,6.475746,3.344891
2442,Lagos,Apapa,6.47527,3.345008
2443,Lagos,Apapa,6.474994,3.344916
2444,Lagos,Apapa,6.474454,3.344355
2445,Lagos,Apapa,6.474846,3.344112
2446,Lagos,Apapa,6.475634,3.34374
2447,Lagos,Apapa,6.47563,3.34376
2448,Lagos,Apapa,6.475872,3.343501
2449,Lagos,Apapa,6.476261,3.343679
2450,Lagos,Amuwo-Odofin,6.452098,3.249371
2451,Lagos,Amuwo-Odofin,6.45094,3.251744
2452,Lagos,Eti-Osa,6.647885,3.267972
2453,Lagos,Ojo,6.471141,3.186602
2454,Lagos,Ojo,6.471054,3.186718
2455,Lagos,Eti-Osa,6.459017,3.601239
2456,Lagos,Ojo,6.471146,3.186628
2457,Lagos,Ojo,6.470521,3.186231
2458,Lagos,Ibeju-Lekki,6.442567,3.86566
2459,Lagos,Ikorodu,6.620048,3.508827
2460,Lagos,Ikorodu,6.620048,3.508827
2461,Lagos,Ikorodu,6.620048,3.508827
2462,Lagos,Ibeju-Lekki,6.46323,3.850138
2463,Osun,Aiyedire,7.621741,4.24215
2464,Osun,Aiyedire,7.621403,4.242468
2465,Lagos,Ibeju-Lekki,6.462799,3.850605
2466,Lagos,Ibeju-Lekki,6.474452,3.698088
2467,Osun,Aiyedire,7.621403,4.242468
2468,Lagos,Ojo,6.4692,3.189734
2469,Lagos,Eti-Osa,6.64802,3.268044
2470,Lagos,Eti-Osa,6.459049,3.601288
2471,Lagos,Ibeju-Lekki,6.44078,3.841175
2472,Lagos,Ibeju-Lekki,6.462943,3.849855
2473,Osun,Aiyedire,7.621403,4.242468
2474,Lagos,Amuwo-Odofin,6.473275,3.705142
2475,Lagos,Ibeju-Lekki,6.441638,3.841473
2476,Osun,Aiyedire,7.621403,4.242468
2477,Lagos,Ibeju-Lekki,6.46323,3.850138
2478,Osun,Aiyedire,7.621403,4.242468
2479,Lagos,Ibeju-Lekki,6.440999,3.839558
2480,Lagos,Ibeju-Lekki,6.440999,3.839558
2481,Osun,Aiyedire,7.621403,4.242468
2482,Lagos,Ibeju-Lekki,6.462799,3.850605
2483,Osun,Aiyedire,7.621403,4.242468
2484,Lagos,Ibeju-Lekki,6.50764,3.609425
